event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR96623,14-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Ukraine (2019-),,1,Military Forces of Russia (2000-),,8,18,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Vuhledarska,Vuhledar,47.7789,37.2481,2,Institute for the Study of War,Other,"On 14 March 2023, a Russian tank was hit by a Ukrainian landmine near Vuhledar, Donetsk region, as a result of which 2 Russian servicemen were killed.",2,,1680026112
UKR95499,13-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Oskilska,Snizhkivka,49.1587,37.2358,1,Suspilne Media,National,"On 13 March 2023, a civilian was injured in an explosion of a Russian landmine in Snizhkivka, Kharkiv.",0,,1679425921
UKR95700,13-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Police Forces of Ukraine (2019-) State Emergency Service of Ukraine,,1,18,,804,Europe,Ukraine,Kherson,Khersonskyi,Chornobaivska,Posad Pokrovske,46.803,32.268,1,Suspilne Media,National,"On 13 March 2023, four sappers of Ukrainian State Emergency Service were injured in an explosion of the explosive device planted by Russian forces in Posad Pokrovske, Kherson. Additionally, a car was blown up as a result of the explosion of the explosive device near Posad Pokrovske. As a result, the driver died.",1,,1679425922
UKR96374,13-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Nova Kakhovka Communal Militia (Ukraine),,4,Civilians (Ukraine),Russian Occupation Government (2022-),7,47,Civilian targeting,804,Europe,Ukraine,Kherson,Kakhovskyi,Novokakhovska,Nova Kakhovka,46.7545,33.3486,1,Unian,National,"On 13 March 2023, suspected Ukrainian partisans exploded a car of a Russian appointed official in Nova Kakhovka, Kherson. The victim was wounded.",0,local administrators,1700605347
UKR96363,12-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Shevchenkivska,Liubomyrivka,46.885,32.374,1,Suspilne Media,National,"On 12 March 2023, a civilian adolescent was injured, having accidentally activated an explosive planted by unidentified military force in Liubomyrivka, Mykolaiv region.",0,,1679425924
UKR95481,11-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Atesh,,3,,,0,30,,804,Europe,Ukraine,Kherson,Khersonskyi,Oleshkivska,Radensk,46.558,32.927,2,Novoye Vremya Ukraine,National,"On 11 March 2023, Ukrainian partisan movement Atesh exploded the railway connection between Abrykosivka and Radensk, Kherson. As the result of explosion supply channels of the Russian army were destroyed.",0,,1679425921
UKR95472,10-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Berezanska,Lymany,46.6956,31.4701,2,Stop Corruption,National,"On 10 March 2023, a child was injured in an explosion of a cluster projectile in a garden in Lymany, Mykolaiv.",0,,1678805155
UKR96361,10-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Velykooleksandrivska,Ishchenka,47.1771,33.2467,2,ZMINA,Other,"On 10 March 2023, 2 civilians were killed and 2 civilians were injured in an explosion of an unidentified mine near Ishchenka, Kherson.",2,,1679425924
UKR96362,10-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Shevchenkivska,Liubomyrivka,46.885,32.374,1,Suspilne Media,National,"On 10 March 2023, a civilian woman was injured in Liubomyrivka, Mykolaiv region, when she accidentally activated a grenade buried in the soil, while working in her vegetable garden. The village had been shelled by Russian forces many times during the first 9 months of 2022 and its territory is heavily littered with ERW.",0,,1679425924
UKR96360,7-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Shevchenkivska,Zelenyi Hai,46.942,32.2442,2,Suspilne Media,National,"On 7 March 2023, two civilians had accidentally activated a landmine planted by unidentified military forces in the field near Zelenyi Hai, Mykolaiv region. 1 civilian was killed and 1 was injured.",1,,1679425924
UKR95479,6-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Khersonskyi,Chornobaivska,Zelenyi Hai,46.8288,32.4175,1,Novoye Vremya Ukraine,National,"On 6 March 2023, one civilian was killed and one was injured, when a tractor they were driving ran over a landmine in Zelenyi Hai, Kherson.",1,,1678805155
UKR95478,5-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Kirovskyi,47.968,37.5475,1,DPR Armed Forces Press Service,Other,"On 5 March 2023, 1 civilian was injured in an explosion of an unidentified 'Lepestok' mine in Donetsk - Kirovskyi.",0,,1678805155
UKR95477,4-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Malodanylivska,Chaikivka,50.0778,36.191,1,Suspilne Media,National,"On 4 March 2023, 1 civilian was killed in an explosion of an unidentified mine in Chaikivka, Kharkiv.",1,,1678805155
UKR95476,3-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Khersonskyi,Oleshkivska,Solontsi,46.572,32.6678,2,Suspilne Media,National,"On 3 March 2023, 2 civilians were killed and 1 civilian was injured in an explosion of an unidentified mine near Solontsi, Kherson.",2,,1678805155
UKR96366,3-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,,,0,80,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Bakhmutska,Khromove,48.5973,37.9451,1,Institute for the Study of War,Other,"On 3 March 2023, according to some sources, Russian forces blew up a bridge in Khromove, Donetsk region. Other sources claim that Ukrainian forces blew up the bridge.",0,,1679425924
UKR93830,2-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Velykooleksandrivska,Davydiv Brid,47.2407,33.1931,1,Suspilne Media,National,"On 2 March 2023, a civilian was wounded when a Russian mine went off in Davydiv Brid, Kherson.",0,,1678206753
UKR93829,1-Mar-23,2023,2,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Balakliiska,Volokhiv Yar,49.5965,36.9846,1,24 Channel,National,"Around 1 March 2023 (week of), a civilian was injured in Volokhiv Yar, Kharkiv region, having accidentally activated a Russian landmine planted in his household yard.",0,,1678206753
UKR93832,1-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Vysokopilska,Arkhanhelske,47.432,33.4056,2,Suspilne Media,National,"On 1 March 2023, 2 civilians were injured near Arkhanhelske, Kherson region, when a tractor they were driving accidentally activated a landmine.",0,,1678206753
UKR93834,1-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Vysokopilska,Ivanivka,47.4681,33.3823,2,Suspilne Media,National,"On 1 March 2023, a civilian was injured, having accidentally activated an explosive near Ivanivka, Kherson region.",0,,1678206753
UKR95388,1-Mar-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Ukraine (2019-),,1,Military Forces of Russia (2000-),,8,18,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Vuhledarska,Vuhledar,47.7789,37.2481,2,Institute for the Study of War,Other,"On 1 March 2023, a Russian tank hit an Ukrainian landmine near Vuhledar, Donetsk region. No casualties.",0,,1678805155
UKR93833,28-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Balakliiska,Volokhiv Yar,49.5965,36.9846,1,Novoye Vremya Ukraine,National,"On 28 February 2023, a civilian was injured in Volokhiv Yar, Kharkiv region, having activated an anti-infantry PFM-1 Lepestok landmine.",0,,1678206753
UKR95384,27-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Ukraine (2019-),,1,Military Forces of Russia (2000-),,8,18,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Vuhledarska,Mykilske,47.7509,37.2993,2,Centre for Information Resilience,New media,"On 27 February 2023, a Russian tank hit an Ukrainian landmine near Mykilske, Donetsk region. Casualties unknown.",0,,1678805155
UKR93828,25-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,1,Novoye Vremya Ukraine; Suspilne Media,National,"On 25 February 2023, 1 civilian was wounded in an explosion of a Russian landmine in Kherson.",0,,1678206753
UKR93831,25-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Vysokopilska,Dobrianka,47.4611,33.6206,2,Novoye Vremya Ukraine; Suspilne Media,National,"On 25 February 2023, 2 civilians were killed in an explosion of a Russian mine near Dobrianka, Kherson.",2,,1678206753
UKR92838,23-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Atesh,,3,,,0,30,,804,Europe,Ukraine,Crimea,Bakhchysaraiskyi,Poshtivska,Poshtove,44.8345,33.9616,2,24 Channel,National,"On 23 February 2023, the Atesh movement blew up railways near Poshtove, Crimea. There were no casualties.",0,,1677600259
UKR92760,22-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Velykooleksandrivska,Velyka Oleksandrivka,47.3197,33.3037,1,Suspilne Media,National,"On 22 February 2023, an unknown explosive device went off near an emergency vehicle that was transporting a patient in Velyka Oleksandrivka community (coded to Velyka Oleksandrivka, Kherson region). No casualties, the vehicle sustained damage.",0,,1677600259
UKR92841,22-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Luhansk,Svativskyi,Kolomyichyska,Novoselivske,49.523,37.953,2,Suspilne Media,National,"On 22 February 2023, a civilian was injured, having accidentally activated a Russian landmine while driving through de-occupied territory near Novoselivske, Luhansk region.",0,,1677600259
UKR92843,22-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Iziumska,Izium,49.2088,37.2485,1,Suspilne Media,National,"On 22 February 2023, a civilian was injured in Izium, Kharkiv region, having accidentally activated an anti-infantry PFM-1 Lepestok landmine in his own yard.",0,,1677600259
UKR92840,21-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Chuguivskyi,Vovchanska,Rubizhne,50.1653,36.8253,1,Suspilne Media,National,"On 21 February 2023, one civilian was wounded in an explosion of an explosive device in Rubizhne, Kharkiv, planted by Russian forces.",0,,1677600259
UKR91991,16-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Mykolaiv,Bashtanskyi,Bereznehuvatska,Bereznehuvate,47.3078,32.8499,2,Suspilne Media,National,"On 16 February 2023, a civilian was wounded when a mine of unidentified actor went off in the Bereznehuvate community (coded to Bereznehuvate, Mykolaiv).",0,,1677001538
UKR91989,14-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Kirovskyi,47.968,37.5475,1,DPR Armed Forces Press Service,Other,"On 14 February 2023, a civilian was injured in an explosion of Lepestok mine in Donetsk - Kirovskyi, Donetsk.",0,,1677001538
UKR91990,14-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Makeyevka,Makiivka,48.0464,37.9693,1,DPR Armed Forces Press Service,Other,"On 14 February 2023, two civilians were injured in an explosion of a mine in Makiivka, Donetsk.",0,,1677001538
UKR91986,12-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Novoraiska,Novoraisk,47.0103,33.4867,2,24 Channel,National,"On 12 February 2023, 2 civilians were killed in an explosion of Russian landmine near Novoraisk, Kherson.",2,,1677001538
UKR92842,12-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Ukraine (2019-),,1,Military Forces of Russia (2000-),,8,18,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Vuhledarska,Vuhledar,47.7789,37.2481,2,Institute for the Study of War,Other,"On 12 February 2023, a Russian tank hit mines planted by the Ukrainian forces east of Vuhledar, Donetsk region. Casualties unknown.",0,,1677600259
UKR91988,11-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Mylivska,Mylove,47.0691,33.6292,2,Suspilne Media,National,"On 11 February 2023, 2 civilians were injured in an explosion of an unidentified landmine near Mylove, Kherson.",0,,1677001538
UKR91987,10-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Nova Kakhovka Communal Militia (Ukraine),,4,Military Forces of Russia (2000-),,8,48,,804,Europe,Ukraine,Kherson,Kakhovskyi,Novokakhovska,Nova Kakhovka,46.7545,33.3486,1,24 Channel,National,"On 10 February 2023, an unidentified group, believed to be Ukrainian partisans, blew a car with Russian military forces in Nova Kakhovka, Kherson. Two of them were killed and two were injured.",2,,1677001538
UKR90843,9-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Mylivska,Nova Kamianka,47.2217,33.5799,1,Suspilne Media,National,"On 9 February 2023, 2 civilians were wounded when an unidentified explosive item went off in Nova Kamianka, Kherson.",0,,1676403729
UKR91019,6-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Balakliiska,Verbivka,49.487,36.83,2,Suspilne Media,National,"On 6 February 2023, one civilian was wounded and another was killed in an explosion of an explosive device near Verbivka, Kharkiv, planted by Russian forces.",1,,1676403730
UKR90159,3-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Iziumska,Izium,49.2088,37.2485,1,24 Channel,National,"On 3 February 2023, 8 teenagers were injured in a landmine explosion in Izium, Kharkiv.",0,,1675798463
UKR90151,3-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Enerhodar Communal Militia (Ukraine),,4,Civilians (Ukraine),Russian Occupation Government (2022-),7,47,Civilian targeting,804,Europe,Ukraine,Zaporizhia,Vasylivskyi,Enerhodarska,Enerhodar,47.4987,34.6574,1,Novoye Vremya Ukraine; Telegram,New media-National,"On 3 February 2023, a bomb, likely planted by a partisan group, was detonated in the car of a member of the Russian collaboration government in Enerhodar, Zaporizhia. One person was killed, their identity is unspecified.",1,local administrators,1700605347
UKR90158,2-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Petrovskyi,47.9495,37.6138,1,DPR Armed Forces Press Service,Other,"On 2 February 2023, a civilian was injured in Donetsk - Petrovskyi, Donetsk, having accidentally activated a PFM-1 Lepestok anti-infantry landmine.",0,,1675798463
UKR92839,2-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Enerhodar Communal Militia (Ukraine),,4,Civilians (Ukraine),Russian Occupation Government (2022-),7,47,Civilian targeting,804,Europe,Ukraine,Zaporizhia,Vasylivskyi,Enerhodarska,Enerhodar,47.4987,34.6574,1,Centre for Information Resilience,New media,"On 2 February 2023, unidentified individuals, possibly Ukrainian partisans, put an explosive device on the car of a member of the Russian Occupation Government in Enerhodar, Zaporizhia region. He died as a result of the explosion.",1,local administrators,1700605347
UKR90153,1-Feb-23,2023,2,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Khersonskyi,Muzykivska,Muzykivka,46.752,32.5566,2,Facebook; Suspilne Media,New media-National,"Around 1 February 2023 (week of), a civilian accidentally activated a Russian landmine while collecting firewood near abandoned Russian trenches near Muzykivka, Kherson region. He was severely injured and died in the hospital on the same day.",1,,1675798463
UKR90156,1-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Petrovskyi,47.9495,37.6138,1,DPR Armed Forces Press Service,Other,"On 1 February 2023, a civilian was injured, having stepped on a PFM-1 Lepestok anti-infantry landmine, in Donetsk - Petrovskyi, Donetsk region.",0,,1675798463
UKR90157,1-Feb-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Soledarska,Volodymyrivka,48.6651,38.2005,1,DPR Armed Forces Press Service,Other,"On 1 February 2023, a civilian was injured, having stepped on a PFM-1 Lepestok anti-infantry landmine, in Volodymyrivka, Donetsk region.",0,,1675798463
UKR90155,31-Jan-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Khersonskyi,Muzykivska,Muzykivka,46.752,32.5566,2,ZMINA,Other,"On 31 January 2023, a civilian was killed in an explosion of a Russian landmine near Muzykivka, Kherson.",1,,1675798463
UKR90602,30-Jan-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Atesh,,3,Military Forces of Russia (2000-) National Guard,,8,38,,804,Europe,Ukraine,Crimea,Simferopolskyi,Simferopolska,Simferopol,44.9502,34.1017,2,ZMINA,Other,"On 30 January 2023, Atesh partisans blew up a car with 2 Russian high-ranked National Guard officers who travelled from Sevastopol to Simferopol (coded to Simferopol, Crimea). Both officers were killed.",2,,1675798464
UKR90154,28-Jan-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Vysokopilska,Blahodatne,47.473,33.3198,1,Suspilne Media,National,"On 28 January 2023, 1 Ukrainian civilian was injured by a Russian landmine in Blahodatne, Kherson.",0,,1675798463
UKR89167,26-Jan-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Barvinkivska,Chervone,49.0001,37.0038,2,Novoye Vremya Ukraine,National,"On 26 January 2023, 2 civilians were wounded when an unidentified mine went off between Chervone and Velyka Komyshuvakha (coded to Chervone, Kharkiv).",0,,1675191966
UKR97531,26-Jan-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Barvinkivska,Velyka Komyshuvakha,49.1142,36.9899,2,Kharkiv Human Rights Protection Group,Other,"On 26 January 2023, two Ukrainian civilians were hit by an unidentified explosive device near the village Velyka Komyshuvakha, Kharkiv region, as a result of which they both were wounded.",0,,1680620639
UKR89166,24-Jan-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Berdiansk Communal Militia (Ukraine),,4,Civilians (Ukraine),Russian Occupation Government (2022-); Women (Ukraine),7,47,Civilian targeting,804,Europe,Ukraine,Zaporizhia,Berdianskyi,Berdianska,Berdiansk,46.7586,36.7845,1,Novoye Vremya Ukraine,National,"On 24 January 2023, an unknown group, likely Ukrainian partisans, detonated a device that wounded the organizer of the Russian occupation administration in Berdiansk, Zaporizhia. Her car exploded, and the victim was taken to a hospital.",0,local administrators; women targeted: government officials,1700605347
UKR89163,21-Jan-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Vysokopilska,Arkhanhelske,47.432,33.4056,2,Suspilne Media,National,"On 21 January 2023, 1 Ukrainian civilian was injured by an unidentified landmine near Arkhanhelske, Kherson.",0,,1675191966
UKR89164,21-Jan-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Kupianskyi,Dvorichanska,Kamianka,49.9785,37.8326,1,Novoye Vremya Ukraine,National,"On 21 January 2023, 2 Ukrainian civilians were injured by an unidentified landmine in Kamianka, Kharkiv.",0,,1675191966
UKR89165,21-Jan-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Shevchenkivska,Liubomyrivka,46.885,32.374,2,24 Channel,National,"On 21 January 2023, 4 Ukrainian civilians ran over an unknown explosive device with a car near Liubomyrivka, Mykolaiv. All of them were injured.",0,,1675191966
UKR89162,20-Jan-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Beryslavska,Beryslav,46.8415,33.4284,2,Novoye Vremya Ukraine,National,"On 20 January 2023, 2 Ukrainian civilians were injured by unidentified landmines near Beryslav, Kherson.",0,,1675191966
UKR90152,20-Jan-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Mariupol Communal Militia (Ukraine),,4,Military Forces of Russia (2000-),,8,48,,804,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,Institute for the Study of War,Other,"On 20 January 2023, Ukrainian partisans planted an IED explosive on the car of a Russian military official in Mariupol, Donetsk region. As a result of the explosion, 3 military officials and the driver died.",4,,1675798463
UKR88238,19-Jan-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Melitopol Communal Militia (Ukraine),,4,Military Forces of Russia (2000-),,8,48,,804,Europe,Ukraine,Zaporizhia,Melitopolskyi,Kyrylivska,Kyrylivka,46.3685,35.3493,1,Novoye Vremya Ukraine,National,"On 19 January 2023, Melitopol partisans blew up a building where Russian military forces resided in Kyrylivka, Zaporizhia. The Russian military suffered losses (unspecified fatalities coded as 3).",3,,1674572556
UKR88240,19-Jan-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Mylivska,Chervonyi Yar,47.0794,33.5255,2,Suspilne Media,National,"On 19 January 2023, 1 civilian was killed and 1 wounded when a Russian mine went off near Chervonyi Yar, Kherson.",1,,1674572556
UKR89161,19-Jan-23,2023,2,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk,48.015,37.8014,3,Suspilne Media,National,"Around 19 January 2023, 2 Ukrainian civilian were killed and 1 Ukrainian civilian was injured by unidentified landmines in Donetsk region (coded to Donetsk).",2,,1675191966
UKR88244,18-Jan-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Borozenska,Borozenske,47.1744,33.4237,2,Suspilne Media,National,"On 18 January 2023, a civilian was injured near Borozenske, Kherson region, having accidentally activated an explosive while he was doing agricultural works.",0,,1674572556
UKR88245,18-Jan-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Tiahynska,Vysoke,46.9191,33.0955,2,Suspilne Media,National,"On 18 January 2023, a civilian was injured near Vysoke, Kherson region, having accidentally activated an explosive.",0,,1674572556
