event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR130646,3-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Kalmiuskyi,Novoazovska,Sakhanka,47.1272,37.8601,1,DPR Armed Forces Press Service,Other,"On 3 October 2023, 1 civilian was injured in an explosion of an unidentified explosive device in Sakhanka, Donetsk.",0,,1696959099
UKR130648,2-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Oskilska,Virnopillia,49.0319,37.1253,2,Suspilne Media,National,"On 2 October 2023, a civilian was killed when his vehicle accidentally ran over a landmine near Virnopillia, Kharkiv region.",1,,1696959099
UKR130640,1-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,3,Civilians (Ukraine),Farmers (Ukraine),7,37,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Donetsk,Donets,49.5082,36.5737,2,Suspilne Media,National,"On 1 October 2023, a tractor was blown up on an unidentified mine near Donets, Kharkiv. No casualties.",0,,1696959099
UKR130641,30-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,3,Civilians (Ukraine),,7,37,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Oskilska,Dovhenke,49.0193,37.3178,1,Suspilne Media,National,"On 30 September 2023, Ukrainian civilian was blown up on an unidentified mine in Dovhenke, Kharkiv. 1 civilians was killed.",1,,1696959099
UKR129716,28-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Velykooleksandrivska,Tryfonivka,47.2533,33.5138,2,Suspilne Media,National,"On 28 September 2023, a farmer was wounded when his tractor hit a Russian mine near Tryfonivka and Pyatykhatky (coded to Tryfonivka, Kherson).",0,,1696369117
UKR129719,28-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Balakliiska,Nova Husarivka,49.391,36.8785,1,Suspilne Media,National,"On 28 September 2023, 2 farmers were wounded when their tractor hit a mine in Nova Husarivka, Kharkiv. It was not specified who planted the mine.",0,,1696369117
UKR129721,28-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Kirovskyi,47.968,37.5475,1,DPR Armed Forces Press Service,Other,"On 28 September 2023, a civilian was wounded when a 'Lepestok' mine went off in Donetsk - Kirovskyi, Donetsk. DPR's sources previously accused Ukraine in planting 'Lepestok' mines. Ukraine denied the accusation.",0,,1696369117
UKR129720,27-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Beryslavska,Novoberyslav,46.8576,33.4881,2,Novoye Vremya Ukraine; Suspilne Media,National,"On 27 September 2023, a farmer was killed, when his tractor accidentally ran over an explosive near Novoberyslav, Kherson region.",1,,1696369117
UKR129715,24-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Andriivka,49.242,37.8105,2,ZMINA,Other,"On 24 September 2023, Ukrainian farmer was wounded in an explosion of a Russian mine near Andriivka, Kharkiv.",0,,1696369117
UKR129714,23-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Dzhankoy Communal Militia (Ukraine),,4,Military Forces of Russia (2000-),,8,48,,804,Europe,Ukraine,Crimea,Dzhankoiskyi,Dzhankoiska,Dzhankoy,45.7095,34.3891,1,Novoye Vremya Ukraine,National,"On 23 September 2023, Ukrainian partisans blew up car of Russian servicemen in Dzhankoy, Crimea. No casualties.",0,,1696369117
UKR128716,20-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kyiv,Vyshhorodskyi,Ivankivska,Olyva,50.8814,29.5479,2,Suspilne Media,National,"On 20 September 2023, a civilian car was damaged, after accidentally running over a landmine between Olyva and Osovets villages (coded to Olyva, Kyiv region). The driver was killed.",1,,1695751329
UKR129718,20-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Malynivska,Poltavka,47.7171,36.4891,2,Suspilne Media,National,"On 20 September 2023, Ukrainian serviceman was killed in an explosion of a Russian mine near Poltavka, Zaporizhia.",1,,1696369117
UKR128713,18-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Beryslavska,Beryslav,46.8415,33.4284,2,Ukrinform,National,"On 18 September 2023, a tractor hit a Russian mine in Beryslav district, Kherson. 1 farmer was injured.",0,,1695751329
UKR128714,18-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Petrovskyi,47.9495,37.6138,1,DPR Armed Forces Press Service,Other,"On 18 September 2023, a civilian was injured in an explosion of a 'Lepestok' mine in Donetsk - Petrovskyi, Donetsk.",0,,1695751329
UKR128715,18-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Staromykhaylivka,47.9914,37.586,1,DPR Armed Forces Press Service,Other,"On 18 September 2023, a civilian was killed in an explosion of a cluster munition in Staromykhaylivka, Donetsk.",1,,1695751329
UKR128712,17-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Novoraiska,Maksyma Horkoho,47.0804,33.3162,1,Suspilne Media,National,"On 17 September 2023, 2 Ukrainian farmers hit a Russian mine in Maksyma Horkoho, Kherson. 1 civilian was killed and 1 civilian was injured.",1,,1695751329
UKR127844,15-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Atesh,,3,Military Forces of Russia (2000-),,8,38,,804,Europe,Ukraine,Kherson,Henicheskyi,Henicheska,Henichesk,46.1759,34.8034,2,Ukrinform,National,"On 15 September 2023, Atesh planted bombs in Russian two military transport vehicles in Henichesk, Kherson which destroyed the trucks and killed unspecified number of personnel. (coded as 3.)",3,,1695129378
UKR128711,15-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Henichesk Communal Militia (Ukraine),,4,Military Forces of Russia (2000-),,8,48,,804,Europe,Ukraine,Kherson,Henicheskyi,Henicheska,Henichesk,46.1759,34.8034,1,24 Channel,National,"On 15 September 2023, Ukrainian partisans blew up 2 cars with Russian servicemen in Henichesk, Kherson, killing Russian soldiers. Unspecified number of fatalities coded as 3.",3,,1695751329
UKR127850,13-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Beryslavska,Beryslav,46.8415,33.4284,2,Suspilne Media,National,"On 13 September 2023, a civilian was injured when he accidentally activated an explosive in a forest near Beryslav (coded to Beryslav, Kherson region).",0,,1695129378
UKR127851,13-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Vilkhivska,Blahodatne,49.9737,36.4552,2,Suspilne Media,National,"On 13 September 2023, a combine harvester driver got injured, when his vehicle ran over a landmine near Blahodatne, Kharkiv region.",0,,1695129378
UKR127852,13-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.3133,38.0416,1,DPR Armed Forces Press Service,Other,"On 13 September 2023, 2 civilians were injured, when they accidentally activated explosives in Horlivka, Donetsk region.",0,,1695129378
UKR127849,12-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Yasynuvatska,Yasynuvata,48.1298,37.8594,1,DPR Armed Forces Press Service,Other,"On 12 September 2023, a pregnant woman was injured when her tractor ran over a mine in Yasynuvata, Donetsk.",0,,1695129378
UKR127845,11-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Oskilska,Snizhkivka,49.1587,37.2358,1,ZMINA,Other,"On 11 September 2023, a civilian was injured in an explosion of a 'Lepestok' mine, planted by Russian forces in Snizhkivka, Kharkiv.",0,,1695129378
UKR127848,10-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Andriivka,49.242,37.8105,2,Suspilne Media,National,"On 10 September 2023, a Ukrainian farmer was injured in an explosion of an unidentified mine near Andriivka, Kharkiv.",0,,1695129378
UKR127846,9-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Nova Kakhovka Communal Militia (Ukraine),,4,Military Forces of Russia (2000-),,8,48,,804,Europe,Ukraine,Kherson,Kakhovskyi,Novokakhovska,Nova Kakhovka,46.7545,33.3486,1,24 Channel,National,"On 9 September 2023, Ukrainian partisans blew up a car with Russian servicemen in Nova Kakhovka, Kherson. 1 Russian serviceman was killed and 2 Russian servicemen were injured.",1,,1695129378
UKR127847,9-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Lypetska,Ternova,50.1852,36.6755,1,Suspilne Media,National,"On 9 September 2023, a Ukrainian civilian was injured in an explosion of an unidentified mine in Ternova, Kharkiv.",0,,1695129378
UKR126798,8-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Police Forces of Ukraine (2019-) Security Service of Ukraine,,1,,,0,10,,804,Europe,Ukraine,Zaporizhia,Berdianskyi,Berdianska,Berdiansk,46.7586,36.7845,1,Novoye Vremya,Regional,"On 8 September 2023, the Security Service of Ukraine orchestrated two explosions at polling stations in Berdiansk, Zaporizhia. Casualties unknown.",0,,1694528988
UKR126799,8-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Polohy Communal Militia (Ukraine),,4,Civilians (Russia),ER: United Russia; Russian Occupation Government (2022-),7,47,Civilian targeting,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Polohivska,Polohy,47.4844,36.2536,1,Ukrinform,National,"On 8 September 2023, an explosion destroyed the headquarters of the United Russia Party in Polohy, Zaporizhia. Some members of the Russian occupation government were injured and an unidentified number were killed. (coded as 3.)",3,local administrators,1700605346
UKR126797,7-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Police Forces of Ukraine (2019-) Security Service of Ukraine,,1,Police Forces of Russia (2000-) Federal Security Service,Military Forces of Russia (2000-),8,18,,804,Europe,Ukraine,Kherson,Khersonskyi,Oleshkivska,Oleshky,46.6184,32.7189,1,Suspilne Media,National,"On 7 September 2023, a car with officers of the Russian Federal security service and Russian soldiers were blown up in Oleshky, Kherson. 1 policeman was killed, another wounded, 3 Russian soldiers were injured. The Security service of Ukraine is suspected to be behind the explosion.",1,,1694528988
UKR126803,6-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Savynska,Savyntsi,49.4051,37.0552,2,Suspilne Media,National,"On 6 September 2023, a cargo vehicle of civilians, who were going to the local forestry for firewood, accidentally ran over a landmine near Savyntsi, Kharkiv region. 2 civilians were injured.",0,,1694528988
UKR126804,6-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Kupianskyi,Vilhuvatska,Vilkhuvatka,50.1842,37.5156,2,Suspilne Media,National,"On 6 September 2023, a civilian was injured, when his vehicle accidentally activated an explosive near Vilkhuvatka, Kharkiv region.",0,,1694528988
UKR126800,5-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,3,Civilians (Ukraine),Russian Occupation Government (2022-),7,37,Civilian targeting,804,Europe,Ukraine,Luhansk,Luhanskyi,Luhanska,Luhansk,48.567,39.3171,2,24 Channel,National,"On 5 September 2023, unidentified individuals blew up the Russian-appointed official, the Head of Customs, in Luhansk region, injuring him.",0,local administrators,1700605346
UKR126802,4-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Makeyevka,Makiivka,48.0464,37.9693,1,DPR Armed Forces Press Service,Other,"On 4 September 2023, a civilian was wounded in an explosion of an explosive device in Makiivka, Donetsk.",0,,1694528988
UKR126801,3-Sep-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Chopnomopska,Chornomorka,46.6517,31.5139,1,ZMINA,Other,"On 3 September 2023, 1 civilian was killed when swimming as a result of an explosion of an unidentified sea mine in Chornomorka, Mykolaiv.",1,,1694528988
UKR115078,29-Aug-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Vysokopilska,Novopetrivka,47.43,33.4674,2,Novoye Vremya Ukraine,National,"On 29 August 2023, a farmer was killed when his tractor hit a mine planted by Russian forces in Novopetrivka, Kherson.",1,,1693927401
UKR115603,29-Aug-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Sadove,46.7048,32.8225,2,Ministry of Defence of Ukraine,Other,"On 29 August 2023, 2 civilians died in an explosion of mines planted by Russian forces in Sadove, Kherson.",2,,1693927402
UKR114889,28-Aug-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Chernihiv,Chernihivskyi,Chepnigivska,Chernihiv,51.5055,31.2849,3,24 Channel,National,"On 28 August 2023, a car with 4 civilians hit a mine planted by Russian forces in Chernihiv region. A married couple died and 2 children were injured.",2,,1693927401
UKR117958,23-Aug-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Kirovskyi,47.968,37.5475,1,DPR Armed Forces Press Service,Other,"On 23 August 2023, a civilian woman was injured in Donetsk - Kirovskyi, Donetsk region, when she accidentally stepped on a PFM-1 Lepestok anti-infantry landmine.",0,,1693927406
UKR117759,21-Aug-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Kyivskyi,47.9857,37.8625,1,DPR Armed Forces Press Service,Other,"On 21 August 2023, a civilian was wounded in an explosion of a cluster munition in Donetsk - Kyivskyi, Donetsk.",0,,1693927406
UKR116951,15-Aug-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Svitlodarska,Dolomytne,48.416,38.1346,1,DPR Armed Forces Press Service,Other,"On 15 August 2023, 1 civilian was injured as a result of the explosion of an unidentified Lepestok mine in Dolomytne, Donetsk.",0,,1693927404
UKR116734,13-Aug-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Mariupol Communal Militia (Ukraine),,4,Military Forces of Russia (2000-),,8,48,,804,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,24 Channel,National,"On 13 August 2023, Mariupol partisans blew up Russian military center in Mariupol, Donetsk. Around 10 Russian servicemen were injured.",0,,1693927404
UKR116762,13-Aug-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,3,Civilians (Ukraine),,7,37,Civilian targeting,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Derhachivska,Ruska Lozova,50.1416,36.2899,2,Suspilne Media,National,"On 13 August 2023, a civilian was injured in an explosion of an unidentified mine near Ruska Lozova, Kharkiv.",0,,1693927404
UKR115897,6-Aug-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,3,Civilians (Ukraine),,7,37,Civilian targeting,804,Europe,Ukraine,Mykolaiv,Bashtanskyi,Snihurivska,Snihurivka,47.0702,32.7914,2,Suspilne Media,National,"On 6 August 2023, a civilian car exploded on an unidentified mine near Snihurivka, Mykolaiv. 1 civilian was killed and 1 civilian was injured.",1,,1693927403
UKR115670,5-Aug-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Borozenska,Borozenske,47.1744,33.4237,2,Suspilne Media,National,"On 5 August 2023, a tractor hit a Russian mine near Borozenske, Kherson. 1 farmer was injured.",0,,1693927402
UKR114258,2-Aug-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Kirovskyi,47.968,37.5475,1,DPR Armed Forces Press Service,Other,"On 2 August 2023, a civilian was injured in Donetsk - Kirovskyi, Donetsk region, when he accidentally stepped on a PFM-1 Lepestok landmine.",0,,1691503823
UKR114383,2-Aug-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Donetsk,Yavirske,49.5518,36.7527,2,Suspilne Media,National,"On 2 August 2023, a farmer on a tractor accidentally activated a landmine during demining in a field near Yavirske, Kharkiv region. No casualties.",0,,1691503823
UKR131544,1-Aug-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Rivnopil,47.7868,36.7004,2,Centre for Information Resilience,New media,"On 1 August 2023, a Ukrainian tank was hit by a landmine, presumably planted by Russian forces, near Rivnopil, Donetsk region. No casualties.",0,,1697557205
UKR113899,29-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Mariupol Communal Militia (Ukraine),,4,Military Forces of Russia (2000-),,8,48,,804,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,Novoye Vremya Ukraine,National,"On 29 July 2023, Ukrainian partisans planted an explosive and destroyed 3 military vehicles and Russian military infrastructure in Mariupol, Donetsk. Casualties unknown.",0,,1691503822
UKR113583,27-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Mykolaiv,Bashtanskyi,Bereznehuvatska,Bereznehuvate,47.3078,32.8499,2,Suspilne Media,National,"On 27 July 2023, a civilian was wounded when an unidentified explosive item (preliminarily a cluster munition) went off in the Bereznehuvate community (coded to Bereznehuvate, Mykolaiv).",0,,1690907555
UKR113632,27-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Zaporizhia,Melitopolskyi,Melitopolska,Melitopol,46.8489,35.3653,2,Sprotyv,National,"On 27 July 2023, a farmer was killed when a Russian mine went off near Melitopol, Zaporizhia.",1,,1690907555
UKR113634,27-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,1,Suspilne Media,National,"On 27 July 2023, a civilian was killed when an unidentified explosive item went off in Mykolaiv, Mykolaiv.",1,,1690907555
UKR113509,26-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,,,0,80,,804,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,1,Suspilne Media,National,"On 26 July 2023, two landmines exploded on the beach in Odesa, Odesa region. Casualties unknown.",0,,1690907555
UKR113364,25-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.3133,38.0416,1,DPR Armed Forces Press Service,Other,"On 25 July 2023, 1 civilian was injured in an explosion of an unidentified 'Lepestok' mine in Horlivka, Donetsk.",0,,1690907554
UKR113334,24-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Volnovaskyi,Staromlynivska,Staromlynivka,47.6975,36.8247,1,DPR Armed Forces Press Service,Other,"On 24 July 2023, 1 civilian was injured in an explosion of an unidentified mine in Staromlynivka, Donetsk.",0,,1690907554
UKR113156,23-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Iziumska,Izium,49.2088,37.2485,1,Suspilne Media,National,"On 23 July 2023, 1 civilian was injured in an explosion of an unidentified explosive device in Izium, Kharkiv.",0,,1690907554
UKR113159,23-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Lypetska,Pylna,50.2862,36.5181,1,Suspilne Media,National,"On 23 July 2023, a civilian car was blown up in an explosion of an unidentified explosive device in Pylna, Kharkiv. The driver was killed.",1,,1690907554
UKR113047,22-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Mykolaiv,Bashtanskyi,Snihurivska,Snihurivka,47.0702,32.7914,1,ZMINA,Other,"On 22 July 2023, 1 civilian was killed in an explosion of an unidentified explosive device in Snihurivka, Mykolaiv.",1,,1690907554
UKR112609,20-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Vilkhivska,Bayrak,50.0434,36.4369,1,Suspilne Media,National,"On 20 July 2023, a civilian was wounded when an unidentified explosive object went off in Bayrak, Kharkiv.",0,,1690294196
UKR112209,16-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Donetsk,Andriivka,49.5451,36.6125,1,Suspilne Media,National,"On 16 July 2023, a Ukrainian farmer was wounded when his tractor blew up on a Russian mine in Andriivka, Kharkiv.",0,,1690294196
UKR112234,16-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,1,24 Channel,National,"On 16 July 2023, 2 civilians were injured in an explosion of an unidentified explosive device in Kharkiv.",0,,1690294196
UKR112268,16-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Velykooleksandrivska,Tryfonivka,47.2533,33.5138,1,24 Channel,National,"On 16 July 2023, 2 civilians were injured in an explosion of an unidentified explosive device in Tryfonivka, Kherson.",0,,1690294196
UKR111457,14-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Sumy,Konotopskyi,Konotopska,Konotop,51.2403,33.2026,2,Ukrinform,National,"On 14 July 2023, a farmer was injured when his tractor ran over a landmine in the Konotop region (coded to, Konotop, Sumy).",0,,1689699424
